vote,comment
10,إلى الاشخاص الذين يعلقون بسخرية على ذاك المرض لا تنسوا ان الصين صارت بكاملها حجرا صحيا بمجرد ان ظهرت اول وفاة بذاك الفيروس.. أما نحن فلا توجد لدينا مقومات الحياة في بيوتنا لا حمامات لا مَؤنة من دقيق وقطاني وخضر...اما الأمور الصحية فالكل يعرف حالتها البئيسة
1,تشديد المراقبة على التهريب المنوعات وغيرها عبر البحر والبر هذا كله يشكل الخطر الأكبر لإدخال كرونا لان هذا المجال تكون فيه بعض التسهيلات الفاهم يفهم
 7,السلام عليكم.ولكن أنا أذهب يوميا تقريبا الى المطر حسن الأول بمدينة العيون ليست هناك أي مراقبة طبية على الإطلاق و العجب أنه ينزل يوميا مسافرين من اسبانيا لاس بالماس بل حتى الصينيين.
8,"هنالك طريقتان للحماية أو الوقاية من الوباء وهي 1/ إقفال الحدود نهائيا أمام البشر سواء جاؤوا من بلداء منتشر فيها الفيروس أم لا , والإقتصار فقط على إستيراد بعض المواد الفلاحية والأدوية والطاقة 2/ تشديد المراقبة على الحدود والمعابر البحرية والبرية والجوية منها كما هو الحال مع أطباء الجيش المقتدرون بدون أي شك في ذلك ...............السؤال المطروح : هل تمكنت كل دولة دخل إليها الفيروس المشؤوم من محاصرته وإحتوائه منذ تسجيل الحالة الأولى , الجواب لا بل بالعكس , أعداد المرضى والموتوفين في تزايد مهول , السؤال أو التساؤل الثاني : هل لا قدر الله دخل الفيروس للمغرب , لنقل في طنجة أو الدار البيضاء : هل ستقام الصلاة في المساجد , وهل ستبقى المدارس مفتوحة وهل المقاهي ستبقى تشتغل وهل الأسواق وهل وهل وهل , ثم التساؤل الثالث : هل في حالة إستفحال الوباء وذلك أمر مؤكد في حالة دخوله : هل سيتم تطبيق عزل المدن والقرى وكيف سيكون تصرف المواطنين في حال عمت الفوضى والهلح لأجل تمكينهم من المواد الغذائية , لذلك , إقفال الحدود نهائيا لمدة تتراوح بين 3 أشهر إلى غاية سنة سيكون أفضل من حالة الطوارء التي لن تجدي نفعا"
2,عندما قرر فيروس كورونا الذخول للبلاد بدون تأشيرة اكتشفه المغاربة وسخروا. من محاولة تسلله فجعلوه أضحوكة ونكث وسخرية ولهذا عاد بحرا لأوروبا . وقد استغرب من الاستهزاء وعدم المبالاة التي يعطيها المواطن المغربي له بل حتى الأطفال سخروا منه تغنوا به بسخرية ولهذا قرر عدم اللعب مع المغاربة
3,الأمر سهل ولن يحتاج كل هذا الجهد، فقط يجب إيقاف مواطنين دول المتاثرة بشدة، كوريا الصين، اليابان و إيطاليا و أسبانيا و كدى ألمانيا و كدى فرنسا و دول الخليج باكمله او اي شخص زار هذه دول خلال أسبوع، و إيقاف رحلات إلى هذه دول إلى اجل غير معلوم، أمن الوطن فوق كل شئ. معضم هذه دول تفرض على المغاربة تأشيرة لماذا نخاطر باستضاف مواطنينها
4,يجب على الحكومة بشكل مستعجل توفير الكمامات في كل الصيداليات بتمن رمزي حتى يتمكن المغاربة للإستعداد لهدا الوباء القاتل و الدي لا محال سيدخل لبلدناعاجلا أم آجلا.
3,لحد الساعة ماكين غير الكدوب لا وقاية لا كونترول سبتة ومليلية حدود حساسة يدخلون منها الالاف ولا طاقم طبي موجود على الباب و فب مطار طنجة يعطونك استمارة تملأها كيسقسواك واش مريض هههه ولا قولتلوم لا. كايخليواك تدخول عادي جدا. مغرب الخزعبلات والاعلام الكادب الله يحفضنا وصافي الستر من عند الله أما هادو دوا الحمر ماعندومش في سبيطار
4,من هادشي کامل بغيناكم تسدوا الحدود تمنعوا دخول السياح . حذاري أن يعميکم الطمع فلستم أقوی من الصين التي لم تستطع السيطرۃ علی الوباٸَ
8,نثمن الاجراءات الحالية ولكن يجب منع المسافرين القادمين من الدول المؤلؤءة وان نعتمد للوائح الامريكية او الخليجية او نطبق نفس اجراءات السعودية بشان السفر والطيران ...هذا هو المطلوب حاليا. ودعم ميزانية وزارة الصحة فورا اما بميزانية الاوقاف او الثقافة او الصناعة التقليدية ..المهم هو دعم وزارة الصحة فورا حتى لا يكون خصاص
5,"أما إغلاق الحدود نهائيا لمدة قد تترواح بين 3 أشهر لسنة لغاية توصل الباحثين لدواء للفيروس القاتل , لمن يخافون من هذا الحل وخصوصا الإقطاعيون وأصحاب التجارة العالمية والإستيراد والتصدير , لا لا تخافوا على تجارتكم بل بالعكس : سيكوم لازما التضامن بين الأغنياء والفقراء في هاته اللحظة العصيبة ويجب الإقتصار على سيارات الدولة وسيارات النقل العمومي ونقل البضائع فقط بينما تمنع السيارات الخصوصية من الحركة لأجل إقتصاد الطاقة , ثم الإعتماد على الفلاحة الوطنية والصيد البحري وعدم تصدير المنتجات الفلاحية للخارج وتركها للمواطنين حتى تمر الأزمة بسلام , ثم لا ضرر لو عاد المغاربة لأكل الأجداد من قديد وخليع وفواكه مجففة وزيت زيتون وأن يرجعوا لصلة الرحم مع ذويهم في البوادي ويحرثوا الأرض ويسقوا الزرع , ماذا سيحدث لنا ,هل سنموت وقد عاش أجدادنا بدون ثلاجات وبدون كهرباء وبدون سيارات , وسنصوم رمضان وسنحيي العيدين وسنعوم في البحر إن شاء الله , ولن يصيبها مكروه, بينما العالم من حولنا سنشاهده في التلفاز وسنشفق لحاله , لكن على اجيش حماية الحدود شبرا بشبر وذلك هو العلاج الحقيقي وليس لبس لباش مريخي لمحاربة عدو لا يرى"
5,أي مراقبة وأي تشديد كذب في كذب قدمت اول امس الى مطار محمد الخامس من أوروبا معتقدا اننا سنجد مراقبة صحية أوشبه ذلك ،فاذا بي صدمت انه لا اجراء سوى ملا استمارة وزعت علينا ونحن في الطائرة تتعلق بالبلد الذي انت قدمت منهووهل سحس بحرارة في جسمك واسالة من هذا القبيل فقط،هل هذه هي المراقبة والله صدمت بهذا الاستهتار،والاكثر من هذا هو ان الحزام الحامل حقائب المسافرين توقف لمدة طويلة مما وقع معه ازدحام للمسافرين وحرج كبير أمام الاجانب،الله يستر وصافي.
1,ما لم يتم منع القادمين من الدول المؤبؤءة فاي اجراء غير فعال اقفال الحدود هو الحل ، ربما اللوبيات المنتفعة من فتح الحدود لا يعجبها الحال ولكن عليها ان تعرف امها مستهدفة ايضا وممكن تنتقل اليهم العدوى او لاسرهم او اقاربهم على الكل ان يتجند حتى نجد حلا معا ونحمي بلدنا مزيد من التوعية ضروري هذه الايام سواء في المدارس والتلفزيون والجوامع ...اضم صوتي للمطالبين باقفال الحدود ومنع ااقادمين من الدول المؤبؤءة من الدخول ..
-4,لا دخل للطب الحربي بالطب المدني. هل المغرب جمهورية عسكرية؟ ام بولسية؟
5,كل هذه التقارير الكاذبة تعطي الانطباع ان المغرب يعيش في كوكب اخر غير كوكب الارض وتؤكد ايضا ان المغرب متقدم على المانيا والسويد وبريطانيا هذه الدول المسكينة المتاخرة طبيا ههههههه التي ضربها كرونا منذ ايام يجب ان تستفيد من حكومة اللاعدالة ولاتنمية وعباقرة كولو العام زين لكي تستطيع تفادي اوبالاحرة اخفاء الكارثة عن مواطنيها.
3,جاء في العنوان: الجيش يتأهب..فهل يعني انه سيتم قصف اي شخص ظهر عليه هذا المرض مثلا.والله استغرب ما علاقة الجيش بالزكام؟اليست وزارة الصحة هي المعنية و هي من يجب ان يتأهب؟و السؤال المطروح ماذا اعدت وزارة الصحة لمواجهة هذا الوباء اذا اضاب بعض من مواطنينا نجانا الله؟انا اقطن في بلجيكا و اقول لكم عن علم ان كل المستشفيات هنا خصصت جناحا احتياطيا خاصا للمرضى المحتمليين الذين قد يصابون بهذا المرض و ووضعت كل الترتيبات اللوجستيكية و تحديد الاطقم الطبيه و الممرضين ال غير ذلك للتعامل حال ما سجلت اي خالة.هذا ما يسمى بالتاهب و ليس الجيش
3,إستعصاء وجود لقاح مناسب لهذا الفيروس المتطور جنيا من العالم يعني أنه لايعرف الحدود والوقاية منه أفضل من علاجه لذلك يجب إلغاء الرحلات الجوية والبحرية إلى حين العتور على لقاح مناسب لهذا الفيرس الفتاك لأن المصدر الوحيد لدخوله هو من الخارج
5,اظن الكمامات مجرد تجارة فلو كانت تقي من الفيروس سنضع ثلاث كمامات
5,الإخوان الله يجازيكم بخير:الصحيح هو إن شاء الله وليس إنشاء الله
0,تقوية المنظومة الصحية هو الحل الناجع لكل الامراض والاوبءة حيث ان انتشار اي وباء يجعل الدول تغلق حدودها في وجه البلد المنكوب . كيفما كانو مواطنين عاديين او غيرهم . فينبد الكل كما وقع لبعض الدول حاليا ولدلك ادعوا الحكومة والاحزاب ان تاخد ما يقع وما سوف يقع عبرة لمن يعتبر .البحث العلمي ثم البحث العلمي هو الحل ارتقاء بتعليمنا وبمستشفياتنا وخاصة الاطر والمختصين في التمريض (الاطباء والممرضين) .
1,سنستقبل شاب من العائلة قادم من الصين السبت المقبل. يا ترى ما هي الاجراءات الوقائية في المطارات؟؟؟
1,لاكورونا ولا خوفا علينا .انها السياسة الخبيثة التي تخترعها الصين كما قال الاخ كيف ياكلون الفئران والخفافيش من عقود كثيرة ولم يحصل لهم شيئالا اليوم ...هنا الخدعة لرفع اقتصاد البلاد .لايهم كم يموت من الناس .المهم ان ينتشر الفيروس في العالم وتكون مطالب المضاد والتلقيح مطلوبة باي ثمنوالصين هي من يوجد لديها التلقيح .خلقت الفيروس وخلقت المضاد .افهم يافاهمVirus ومن بعدAntivirus .ادفع النقود تشفى
1,نطلب الله تعالى بأن ينجي و يحفظ هذا البلد المهلوك بقهرونا و هي أكبر بكثير من مرض كرونا .براكة اعلينا غير اللي فينا يكفينا .أما الصحة في بلادنا فهي حبر على ورق لا تستطيع منع أو معالجة أمراض بسيطة وقابلة للعلاج .و الدليل القاطع هو أن الأغنياء و كبار القوم عندنا يعالجون أنفسهم خارج الوطن .و نحن المسلكين حافضنا هو الله لا شريك له .
4,صحافية إيطالية من وكالة أنسا تسخر من المراقبة لوباء كورونا بمطار مراكش حيث كتبت أن المراقبة لا تفوت أن تكون استمارة على شكل تصريح بالشرف تذكر فيها هل أتيت من الصين أو زرتها مؤخرا ثم تمر!!!!!!!
2,ما هي الاجراءات المتخدة لمواجهة الفيروس في حالت ادا دخل البلاد. لان احتمال دخوله وارد و بالتالي يجب وضع خطة للتعامل معه والاستفادة من تجربة الصين قبل فوات الاوان هده هي ارشادات المنضمة العالمية للصحة
1,ان للازمات ضحاياها من دون شك،كما ان للحروب مقاتلوها ومجاهدوها، ولكن هؤلاء الضحايا يعتبرون في عداد المجاهدين والاستشهاديين الذين ضحوا بانفسهم من اجل ان تحيى شعوبهم حياة جديدة.ان كثيرا من الشعوب الحالية قد اصابها الوهن بفعل الانحلال الذي ذب فيها نتيجة الانغماس المفرط في ثانويات الحضارة من خمور وجنس ولواط وذياثة لدرجة انها لم تعد قادرة على اعادة انتاج نفسها بالوثيرة المطلوبة،وليس هناك من انذار اكثر فاعلية من فيروس لا يرحم بعد ان صم الانسان اذنيه متكبرا واعتقد واهما انه اوتي مقاليد الطبيعة وان له الحق ان يفسد فيها انا يشاء. لقد اعلن الانسان الحرب على كل شيء بما فيها نفسه واعلن نفسه وباستكبار سيدا على الكون كله. لقد حان الوقت لاركاعه وادلاله وارجاعه الى جادة الصواب، وقد يكون -كورونا-جندا خفيا من جنود الله ولاه الله هذه المهمة. فرجاء لا تحقدوا عليه كثيرا، تفهموه،انظروا ابعد من رغبة في حياة لا وزن لها، ابعد من شهوة قريبة تنالونها ثم تنهضون الى اخرى،ابعد من احلام قد تكون اضغاث. دعوه يسير. دعوه يعمل.
0,غريبة كيف يمكن التعرف على وافد الى المغرب وبالكاد إلتقط ڤيروس كورونا ولم تظهر عليه حمى ولم تكتشفه اجهزة الفحص في الموانىء والمطارات ناهيك عن المتسللين من الحدود البرية الغير محروسة حتى يدخل الى المغرب ويقعد فيه على الاقل 14 يوما مدة حضانه الڤيروس فيلوث الاماكن التي يمر منها ويعدي كثيرين في المقاهي وفي المساجد وكل اماكن تجمع الناس و الناس بدورهم سيعدون آخَرين . ڤيروس كورونا اللعين الحراݣ يمر بلا ڤيزا وبلا باسبور .
7,سبحان الله العظيم هناك لي غادي اركبه هاد الفيروس ديال كورونا غير بالخلعة !!!!!!دخل أو مادخلش لايهم مادام أجلي محسوم قبل أن أخرج لهاد الدنيا. عيش حياتك و خليها على مولانا. (طبعا خذ بالأسباب).
28,ولاية أمريكية تعتبر سادس أقوى أقتصاد في العالم و أقوى أقتصاد فأمريكا و ماعندهم الوسائل الكافية لمحاربة وباء كورونا. والمغرب قال ليك اتاخد جميع التدابير اللازمة و عندو الامكانيات باش يواجه هاد المرض. هههههههمعلومة بسيطة: هناك مدينة في كاليفورنيا اسمها كورونا Corona.
38,وأكّد المسؤول ذاته أن الهدف الرئيسي في الوقت الراهن يتمثل في البحث عن المصاب رقم 0 (الناقل الأول للعدوىالوقت الذي سوف يبحتون عنه يكون قد نقل العدوى إلى آلاف الأشخاص الله يحفظ جميع البشرية ويعطينا دواء من عنده لا شافي في الكون غير الله (وإذا مرضت فهو يشفيني) صدق الله العظيم
21,هل تعلمون أن واقي التنفس أو مايعرف ب bavette لا يوجد في المغرب بكميات تكفي المواطنين المغاربة نظرا لحجم الآزمة العالمية مع تفشي هذا الفيروس وأن المغرب لا يتوفر على خط تصنيع لهذا المنتوج ومع إرتفاع ثمنه قامت بعض الشركات الجشعة من تصدير مخزوناتها التي كانت موجهة للتسويق الوطني لايطاليا بأثمنة باهضة وبالتالي ومع الصحة التي تتوفر عند وزارة الصحة المغربية فل يرحمنا الله برحمته.
120,اكبر كورونا عند المغربي و الذي يقتل المغاربة ببطء هو النذالة و التعمية عشر سنوات ولم نجد له لقاح
119,اصلا المنظومة الصحية في بلادنا تعاني من شلل و كيف بها ان تواجه فيروس سبق له ان تمكن من منظومات صحية لبلدان متقدمة...الله يكون مع المغرب في جميع ازماته اما الى عولنا على منظومتنا غير الخليفة على الله
55,مع الاسف الصحة المغربية يلزمها علاجات فورية والمستشفيات في غيبوبة .وزارة الصحة كرهت المغاربة من الذهاب الى المستشفيات ونصف المغاربة لا يتداوون في المستشفيات يقتصرون على الاعشاب والاسعفات المنزلية لضيق دات اليد والمغرب دائما ما يرفع لا فتة لاتوجد لا توجد عندنا افلونزا الطيور لا توجد انفلونزا الخنازير لا يوجد عندنا فيروس كورونا مع ان النا في السنة الماضية عانت من انفلوانزا الخنازير والصحة المغربية تنفي وجودها
75,اللهم نسألك اللطف في ماجرت به المقدار. تحصنوا بالادعية والأذكار ولنا في القرآن شفاء
54,"وزارة قلة الصحة لم تسطع تدبير المستشفيات و المراكز الصحية حتى في الحالات الصحية العادية، و بعض هذه المراكز هي مجرد أسماء فقط لحجرات بأربع حيطان، حتى ""الدوا الحمر"" يفتقد في بعض الأحيان، فكيف لهذه الوزارة المعاقة أن تقف في وجه جائحة عالمية من صنف كورونا أو سراس ؟مواجهة الأوبئة العالمية يتطلب إجراءات إحترازية و علاجية صارمة، و التوفر على تجهيزات العزل و الحجر الصحي ، في المغرب حتى الكمامات التي تباع عادة في الصيدليات ب درهم واحد فقط تم القضاء عليها في ظرف أسبوع واحد، و وزارة الصحة آخر من يعلم.فهاذ البلاد السعيدة، كل واحد يدافع و يحامي على راسو، و كيت اللي جات فيه."
29,منظومة الصحة تشكو من خصاص كبير ويستعصي عليها الاستجابة لحاجات المرضى في الزمن و المكان و بالجودة المرضية فكيف سيكون حالها في مجابهة عدوى مثل كورونا نرجو الله السلامة و العافية فالفيروس ينتشر في العالم بوثيرة متسارعة و قد يخرج عن السيطرة و الله بحفظنا منه و المؤسف هو ماتقرؤه عن مصاصي الدماء السماسرة الذين لادين و لاوطن لهم يريدون الاسترزاق حتى في الكمامات و يمنون النفس بقدوم المرض الله اعطيهم العذاب.
22,بسبب سياسة الإهمال والتدمير لم يعد هناك قطاع صحي عمومي في المغرب حسب المعايير الدولية وبراي مختلف المنظمات المختصة !!فهناك أيضا التعليم والقضاء !!
25,اضن ان هناك تعتيم عن افصاح بفيروس ٠٠وهدا يشكل خطر ٠لانه سوف يشجع انتشار ٠٠٠من خلال مستشفياتنا التي لاتليق دولة في 2020٠ ربما لاتوجد ادوات و مختبارات ٠٠كم سمعنا ان اطباء والممرضين في السطات هربو بعد سماع مواطن مصاب٠لهدا يجب تعامل مع الخطر بجدية ٠٠سبب انتشار فيروس في الصين هو تكتم و قمع من وصرح٠٠على اقل هي تمتلك معداة احسن من المغرب بسنوات ضوئية٠٠٠٠
15,داء كورونا وارد وحتمي لا مفر منه استعدوا يا وزارة الصحة وشددوا المراقبة على النقط الحدودية اللهم نسألك اللطيف يارب العالمين
16,لكن اقول بعد السلاماللهم استرها على الشعب الضعيف والمقهور اما قول الوزارة قادرة على فعل شيء وان المختبرات الوحيدين المتواجدين بالمغرب لا كثر من 35 نسمة فهذا الضحك على الدقون وهل تعلمون احباءي الأعزاء ان ميزانية mettre en quarantaine et en réanimation dépasse 10.000 euros تتجاوز أكثر من 100.000درهم هل حقا المغرب وما أدراك ما المغرب قادر.صديقتي الطبيبة الفرنسية وتعرف جيدا خبايا المغرب قالت لي بعد اكتشاف هذا الوباء ان دولا كالمغرب هي من سيدفع ضريبة هذا الوباء وحددت الكاءن المغربي وليس من لهم القدرة على الذهاب إلى المصحات ...ويرحمنا الله
19,الله يستر وصافي محربوهشي حتى الدول المتقدمة لي عندها الصحة في الاولوية مشي احنى لي عندنا المستشفيات حدث ولا حرج والناس كتولد في الممرات الله يبعد عنا الداء واشفي كل مريض
18,مما لا شك فيه ان الشعب المغربي لا ولن يعول على المسؤولين والحكومة المغربية ...فادا كانت هده الحكومة لم تقف في وجه حملة جمع الكمامات الوقائية من الصيدليات فمادا ينتظر من مسؤولينا...نحن نتضرع الى الله عز وجل يحفظ الشعب المغربي بجليل قدرته ورحمته لانه يعلم ان هدا الشعب لن يعول الى اليه وهدا الشعب لا يفر الى اليه ومستحيل ان يخدل الله من فر اليه ...اللهم يا حي يا قيوم حصن بلادنا وباقي بلاد المسلمين وارحم بقسة عبادك امين وصلى اللهم وسلم على اشرف المرسلين.........................
14,لا أعتقد أن الحگومة قادرة على مواجهـة الأمر لأنهـا لم تستبق وقاية لأجل المواطن وتوعية الناس بگافة البلاد فالڤيروس خطير وينتقل عبر گل شيء لابد من گمامات وقفازات وحتى اللباس وجب تغييره في گل مرة وينتقل عبر المصاب حتى عبر سربه لگوب قهـوة ونحن لدينا مقاهـي گثيرة وماذا عن صلاة المسجد ماذا فعلت الدولة من گل هـذا حتى أنه غالبية المواطنين لا يعرفون الطريقة الصحيحة لإستعمال الگمامات هـل يوضع على الأنف والفم الجهـة البيضاء أم الزرقاء ... الله إحظر السلامة أتمنا إن دخل حقا الڤيروس إبدا بالمفسدين والسلام
10,سؤال في غير محله؟هل استطاعت الانظمة الصحية الكبرى التغلب على الفيروس.نسأل الله القدير ان يحفظنا ويحفظ امتنا من كل سوء. فهو الوحيد القادر على ذلك.اما عن نظامنا الصحي، فجولة بمستعجلات ابن رشد ليلا تجيبك عن كل استفساراتكم. وجمعة مباركة.
-5,الصورة واضحة جدا! مسؤولون على قدم و ساق لحمايتنا.شكرا لكن!كورونا عندنا يدخل في صلاحيات وزارة الأوقاف على ما يبدو.لدينا منضمومة قوية من معاوني التوفيق و منتسبي وزارته للدعاء على المرض ليبتعد عنا.اما اذا ابى و اقترب منا و حصد الأرواح فهؤلاء جنود مجندة لغسلنا و دفننا. نحن احسن من فرنسا و اقوى من أمريكا !
13,لا يستطيع النظام الصحي في المغرب حتى مواجهة الأمراض العادية سير السبيطار وشوف الإستقبال إذا لم يكن لديك واسطة أو مالك فاقرأ الرحمة على نفسك فما بالك أن تأتيهم بمرض كورونا سيفرون منك للأسف الواقع مر في المغرب
5,منذ يومين اعلنت وزارة الصحة عن عدم اصابة 19 شخص مشتبه فيهم.وانتم اليوم تقولون ارتفاع الحالات المشتبه فيها .لماذا هاذا التناقد ام تريدون بيع الكمامات.اؤكد لكم ان الكمامات لن يشتريها اي مغربي لانها لا تجدي مع الفيروس ادا جاء لا قدر الله.
6,النظام الصحي كارثي يكل المقاييس وهذا قبل ظهور فيروس كورونا.ومع اكتساح هذا الاخير اقوى الدول التي احتارت معه؛يمكن ان نتصور حالة المغرب اذا ضربنا هذا الوباء.
2,النظام الصحي المغربي يمكنه أداء واجباته للحكومة و البرلمانيين والذين يتمتعون في آموال الشعب دون حسيب ورقيب.
6,اول من يأخذ حذره هو الفرد قبل الجماعة، النظافة النظافة النظافة: غسل اليدين و عدم المصافحة لا باليد و لا بالوجه حتى إشعار اخر . كل شخص ظهرت عليه أعراض ضيق التنفس و ارتفاع الحرارة يبادر بنفسه و لياخذ الأمر بجد. يبتعد ما أمكن من أقرباءه و الجماعات و يعلن المصالح المختصة حالا. نسال الله اللطف
8,النظام الصحي الوحيد الذي ايقدر يواجه هذا المرض هو نظام المناعة لعطانا الله اما شي حاجة اخرى غير خليها على الله
9,نسأل السلامة من هذا الوباء الفتاك قد تكون اعمالنا مليئة بالذنوب لكن رحمة الله واسعة...فلندعوا الله من اعماق قلوبنا بأن يحفظ بلادنا من هذا الوباء فهو السميع المجيب الشافي و المعافي..فيارب اجعل بلدنا هدا سالما معافا وسائر بلاد المسلمين انك سميع مجيب...
10,بلادنا لا نظام صحي حقيقي بها وغياب العديد من الادوية في المستشفيات وهناك مدن مليونية بها سيارات اسعاف على رؤوس الاصابع وغير مجهزة بوساءل الانقاذ السريع وتشبه سيارات حمل اللحوم والغريب ان هناك مستوصفات بعدة احياء عبارة عن مزبلة جدرانها وسخة ومحاطة بالازبال والنفايات ومكاتبها مهترءة بها عاملين وممرضين لا الات للكشف عندهم ولا ادوية ، عملهم هو ارسال المواطن الى مستوصفات اخرى وغياب سيارات انقاذ لحمل اي مريض في حالة مستعجلة ،فلطالما نادى سياسيون ونقابيون واناس من المجتمع المدني بتوفير الصحة بالكامل للمواطنين ومدارس حقيقية ومجهزة بدل التفكير في جعل مدننا مزخرفة ومليئة بكثرة المساجد الباهضة الثمن بينما ينقصنا الصح والاشياء التي هي اكثر اهمية للمواطن والساكنة
7,صباح الخير ، نعم ليست لها عصى موسى ولا نطالبها بالمستحيل ولكن نطالب بدرجات معقولة من الاحتياطات واهمها الغاء الرحلات الجوية ومنع القادمين من الدول المؤبؤءة ، وهذا لن يكلف شيء ويبقى خطة فعالة وملم سة اما ترك البلاد مشرعة في وجه اي قادم فلا اضنه امر جيد ،ويعطي انطباع ان دولارات السياحةاهم من المواطن، ثم ان الحكومة عليها زيادة ميزانية الصحة في هذه الظروف مثلا لماذا لا تخصص نسبة من اموال الاحباس لوزارة الصحة .الاملاك الموقوفة للاحباس كثيرة جدا وبسومة كرائية متدنية فلماذا لا يتم رفع السومة الكرائية لقدر معقول وتخصص لوزارة الصحة ،هذا رايء المتواضع واضن ان الوزارة لا تقوم بالمجهود االكافي للحد من انتشار الوباء.فترك الباب مفتوحا جدا وعدم منع الزوار لا يعني الحيطة والاحتياط، بل هو رضوخ سياسي لمنظمة الصحة العالمية ولدول اخرى .
4,هذا فعلا ما يسمى الترف الفكري، او انشاء جمل لا غاية لها الا ذاتها. كيف لوزارة لم تستطع ان تومن لقاحا لابناء هذا الوطن ولم تستطع ايواء الحوامل للتركهم فريسة للشارع ولمصاصي الدماء ان تدعي قدرتها على احتواء وباء. كاتب المقال وواضع السوال اما انه لا يعرف واقع الصحة في هذا البلد او ان سؤاله استنكاريا. لا يعقل ان يطرح هذا السوال هنا والصين عاجزة.
5,لحد الآن لم نسمع إلا الكلام الشفوي عن الإجراءات الاحترازية. لم يتم منع السفر من وإلى أي بلد ولم يتم تعليق اي خط من خطوط السفر إلى أي بلد. وهذا مقلق لان الأمر خطير جدا. إن انتشر المرض في جميع أنحاء البلاد لا أرى المصالح الصحية قادرة على مواجهته.نسأل الله اللطف فيما جرت المقادر ونسأل الله أن يجنب بلادنا ما لا طاقة لنا به.
3,غادي يواجهو بطبيعة الحال ولاكن ماشي حيت النضام الصحي ديالنا مجهد غادي يواجهو حيت الأطباء ديال القوات المسلحة الملكية غادية تدخل أما كون كان غير هاد المستشفيات لي عندنا هوما لي غادي يواجهوه كون مشينا فيها
7,"دخول كورونا إلى المغرب أمر حتمي ومسألة وقت فقط . إن لم يكن قد دخل و هو في مرحلة حضانته الطويلة التي تبلغ 14 يوم او أكثر . على الحكومة أن تاخد إجراءات عاجلة وجد سريعة لتوعية الناس بجميع السوائل المتاحة . وإلزام المواطنين بالكمامات منذ الأمس في الأماكن العمومية وتعطيل عادات السلام المغربية والاكتفاء بالسلام شفويا.. ارتداء القفاز الطبي . تجنب ما أمكن المعاملات النقدية . او التعامل مع النقود بمنطق الشك لأن فيروس كورونا يستطيع العيش على الأسطح البلاستيكية والمعدنية إلى 5 أيام او أكثر. تجنب الأماكن العامة كالاسواق والمتاجر الكبرى . تجنب كافة التجمعات السكانية. إلا للضرورة مع إتحاد كافة الاحتياطات. لقوله صلى الله عليه وسلم "" اعقلها و توكل "" . عدم الخوف والهلع . ولكن الحكومة في سبات عميق . وحتى الكمامات غير متوفر بالأسواق حيث قد تم سحبها من بعض مافيات التجارة بدون اي مراقبة ولا حساب. فأي إستعداد تتكلم عليه وزارة الصحة التي تعاني أصلا من نقص في الموارد البشرية و المالية . ....... أسأل الله أن يبعد عنا الداء و الوباء وسائر الاسقام. آمين"
9,"نعم يستطيع..انشاء الله سيحاربون ڤيروس كرونا ب""betadine""..خاصو غير يكون مجود عندهم...ما تحتقروهمش..راه ماشي لي لبس طابلية تيبيع صيكوك. .."
8, هل المستشفى الذي يعطي موعدا على 8 اشهر يمكنه ان يعالج فيروس كرونا
9,كرونا سيفضحكم وسترون أن منظومتنا متهالكة كمن يسييرها فغياب الرجل المناسب في المكان المناسب هو المعضلة
6,لا نحتاج عصا موسى من أجل إغلاق الحدود ..و لا من أجل إخضاع كل الوافدين على المغرب دون استثناء للمراقبة.. عوض فحص جوازات سفرهم
6,لمثل هذه المصائب وغيرها يجب على الدولة ان تضع في مخططاتها وبرامجها كل ما يلزم من عدة وعتاد يتجلى في توفير كل ما يلزم قبليا من أطقم طبية وشبه طبية ومراكز استشفائية مجهزة بكل مايلزم في مواجهة الأوبئة والامراض بدل انتظار حلول الكارثة أنداك يبدأ التفكير في في الحلول ويبدا التخبط العشوائي الذي يفرز اسلوبا مرتجلا في مواجهة المشكل....الصحة والتعليم القطاعان التي وجب على الدولة ان تهتم بهما كثيرا
5,واجه حتى الامراض العادية ما بقى غير الحالات الطارئة بحال هاذي. حنا عايشين في حمى الله ونهار يهز علينا البركة ديالو عاد نشوفو.
0,azul. pas de confirmation a ce jour au Marocأزول. لا يوجد تأكيد حتى الآن في المغرب.Pour rappel si vous voulez porter un masque. Il faut raser la barbe sinon le masque aura aucune efficacité. Vous pouvez laisser la moustache. La barbichette fortement déconseillée aussi.    للتذكير إذا كنت ترغب في ارتداء قناع. عليك أن تحلق اللحية وإلا لن يكون للقناع تأثير. يمكنك ترك الشارب. يصيب الدراق بشدة بالإحباط
8,على من تضحكون واش لبلاد لي كتولد فيها المرأة امام باب المستشفى هادي بلاد .مواجهة كورونا خليوها للبلدان اللتي تحترم مواطنيها اما المغرب غير نصليو عليه صلاة الجنازة. 
