vote,comment
-8,الان تتضح الامور... لا وجود لا لكرونا و لا هم يحزنون.. فقط هو ضرب لاقتصاد الصين البلد الذي اصبح له صيت عالمي في جميع المجالات... الصين التي اصبحت تهد القوة الاولى و تنميتها اابشرية في تطور مكوكي... الصين قادمة و مدعومة مم قبل الحليف الدب الروسي... كل هذا من اجل الاطاحة بالقوة الكبرى اكريكا صنيعة صفقة القرن
0,صاحب التعليق الاول .يعيش في وهم .الصين ليست بالقوى كما تدعي و خير دليل على ذالك هي توقعيها على معاهدة التجارة نعةامريكا كما اراد ترامب و بشروط ترامب رغم رفض الصين في الاول لكن مع اول عقوبة اختارت الصين ان توقع و بشروط ترامب دون اي شرط في حكومة الصين . اقتصاد الصين لا يمكنه ان يعيش دون الاسواق الامريكية ،
0,صاحب التعليق رقم 2 : الصين قوة اقتصادية عالمية و دولار مهدد بالسقوط في المستقبل صحيح امريكا قوة اقتصادية عسكرية! مدعومة من أموال الخليج و ابتزاز الدول العالم بالفوضى الخلاقة و سرقة البترول و المعادن و ثروات الشعوب التي تعرف حروب امريكا ترهب الحكومات مقابل أموال اما الصين يا عزيزي لم تتدخل عسكريا في أي بلد الصين قوة اقتصادية و مالية في المستقبل القريب و طريق الحرير على وشك الانتهاء!
73,فيروس كورونا لن يذخل المغرب خوفا على سلامته من أن يصاب بفيروسات المستشفيات المغربية
41,الله يناجينا ويناجي العالمين من فيروس كورونا
18,لا تخافوا لن يدخل المغرب لانه موجه و مسلط للصين عقابا على احتجازهم الاويغور المسلمين حسب فىة من المغاربة اذن لماذا الخوف و الاحتراز
50,وماذا عن الفيديو المتداول الآن على الواتساب حول سقوط أحد المصابين الصينيين بالمقهى الصيني بفاس، والذي يظهر فيه أفراد الوقاية المدنية مرتدين أقنعة حماية المسالك التنفسية !؟؟؟
32,الخبراء و العلماء يقولون أنه يلزم 15 يوما إلى 20 يوم كي نتأكد من عدم إصابة الشخص .... فكيف لوزارتنا المحترمة أن تنفي عدم وجود اي إصابة في الحالات الثلاثة التي تم شك في إصابتها !!!؟
31,السلام عليكم ماقولكم في الحال التي تم نشرها على المواقع الاجتماعية في فاس في مطعم صيني قرب لارديف فندق صوفية تحققو من الامر
37,هل هذا الخبر الصحيح ؟ ام فقط محاولة امتصاص مخاوف المواطنين ...سمعت قبل قليل حالة إصابة مواطن صيني ب مدينة الفاس ...اعتقد ان وزارة الصحة غير واعية بخطورة هذا الوباء الخطير ... ألمانيا رغم تقدمها في المجال الطبي وقدراتها العالية لم تسمح لمواطنيها و الجنوذ الذين كانوا بالصين بالدخول لاراضيها حتى تجرى الفحوصات الضرورية ويعزلون لمدة أسبوع في مراكز معزولة تسمى ب les stations de quarantaine والمغرب يسمح لمئات الطلاب وألاف السياح بالدخول رغم ضعف الامكانيات اعتقد ان وزارة الصحة غير واعية بخطورة هذا الوباء و المغرب غير قادر على مواجهت هذا الفيروس القاتل ...اللهم اني بلغت
29,بعض الأشخاص عليهـم تغيير أساليب من تصرفاتهـم گمصافحة الآخرين واحد تلو الآخر والقبلات بالنسبة للفتيات فقول السلام عليگم گاف لتفادي عدوى مفترضة أما هـاد الڤيروس أگيد خطير ويستحسن عدم الدهـاب للأماگن المزدحمة نطلب السلامة للجميع
7,نرجو بل نطالب وزارة الصحة ان تتعامل بموضوعية مع مستجدات هذا المرض في بلادنا. أما عدم التهويل فهو الذي تسبب في تفاقم هذا المرض وانتشر بشكل واسع في الصين الذي يعتبر بلدا للتكثم بامتياز.
22,نقلا عن السيد كورونا. لا وجود للصحة في المغرب ههههه
8,المواطن عموما كيعاجبو يصايب الأزبال وسط الشوارع!! علاش يخاف من فيروس كورونا ؟؟
12,و بغيت غر نعرف وش الدولة موجدة شي مضادات ولا غر باركة علينا غسلو ايديكم و رجليكم و صافي؟؟؟ و بغينا نعرفو اشنو موجدين في حالة وقعت اصابة بالمرض. و ش الدولة قايمة بشغلها وولا غر كلام في كلام
7,المغرب لآ تدخله ڥيرسات لأنها تعرف جيدا جيدا جيدا أنه لا توجد مستشفيات ولا أدوية ههههههههههه ههههههههههه الحفض الله تعالى وبركاته اخواني اخواتي المغاربة لكم الله تعالى
9,الفيروس كورونا كان جاي في طريقه الى المغرب فاخبر بان البلاد فيها العديد من الفيروسات يشرملون اخوانهم فرجع عن دابره خوفا ان يشرمل هو الاخر.
6,تعلن وزارة كورونا ان الصحة لا وجود اها بالمغرب غي غسلو عليها ايديكم و السلام
4,الى صاحب التعليق 14 المضاد لقاتو بعدا ميريكان وشينوا واوروبا بقات ليك غير المغرب توجدو راك تنوم 
5,باركا علينا غير هدا الفيروسات لي بالحكومة قاهرينا بزاف وملقينا ليهم دواء
10,نرجو بإقفال المطارات المملكة المغربية وعدم وجود سياح من الصين في الداخل المغرب لا سلامة .لا نريد السياحة هذا هو تجنب ذلك الفيروس كورونا
-17,نجحت امريكا في خطتها الخبيثة لمحاربة اقتصاد الصين المنافس لها .وهاد الفيروس من جنود امريكا لتحارب به اي بلد اقتصادي و صناعي يريد التنافس معها
35,معظم الفيروسات و الأمراض الفتاكة تاتي من آسيا خاصة الصين.لقد حان الوقت لان يتدخل العالم بأسره و يفرض عقوبات صارمة على الصين حتى يكفون عن اكل الكلاب و القطط والفئران و الحشرات وهلم جرا ، فمن غير المعقول أن نخاطر بحياة الناس من أجل قوم نظامه الغدائي مبني على اكل كل ما هو يتحرك
4,الفيروس قد بنتقل عبر أي شيء حتى عبر الشحن.لذلك سيتم ايقاف المصانع وسفن الشحن والطائرات . لأن الحكومة الصينية مددت فترة العطلة لأجل غير مسمى كي لا يتفشي الوباءومن يؤمن بنظرية المآمرة بالطبع سيىبط أي شيء بنقيضه. تارة عقاب من الله بسبب احتجازها للمسلمين. وتارة حرب بيولوجية من أمريكا على الصين. وتارة شركات الأدوية صنعت الفيروس لتبيع الدواء بسعر مرتفع لتكسب الأرباح.ولكن الواقع لا هذا ولا ذاك. الصينيون يأكلون كل شيء ويأكلون الجردان والخفافيش وهي أهم حاضن لفيروس كورونا وتصادف ذلك مع عيد الفأر بالصين او ما يسمى برأس السنة القمري. فالخفافيش والفأران أهم الكائنات الحاضنة للفيروسات وهذه الأخيرة ان اندمجت مع الحمض النووي للإنسان تتطور وتصبح معدية وقاتلة للإنسان. هل يمكن اذن تفسير ان الطاعون والانفلونزا الإسبانية في العصور الوسطى مآمرة ؟ كفا من الغباء وشغلو عقولكم واستدلو بالمنطق. فالاقتصاد العالمي بأسره تأذى من ما يحدث في الصين على رأسها الإقتصاد الأمريكي الذي أغلب شركاته تملك مصانع لها في الصين. والغبي وحده من سيفكر في استعمل الفيروسات كسلاح. لأن النتيجة ستكون عالمية وليست محصورة في بلد واحد.
0,لماذا فقط الصينيين وحدهم من يحضنون المرض؟ هل للفيروس علاقة بأحد جناتهم المشتركة؟ أم له علاقة بما يأكلون؟سبب طرح هذه التساؤولات هو النتائج المعلنة سواء في الوفيات أو حاملي الفيروس.. فرغم اختلاطهم بأناس من جنسيات أخرى لم يصب منهم أحد لحد الآن.. (الصينيين الذين سافروا لبلدان اخرى كانوا على متن الطائرات مع ركاب من مختلف الجنسيات لكن فقط هم من وجد انهم يحملون الفيروس).
0,"إلى صاحب التعليق رقم 3 ""مصدر الداء"" أنت من المروك غادي تفرض العقوبات على أعظم دولة في التجارة ؟ شوف حرية الأكل من الحريات ااشخصية يكلوا حتى مخلفات القرودة هذاك ماشي شغلنا . ثم شحال هذا باش كايكلوا القرودة و القطط و الجراد و ما عمَّرهوم ما قالوها . شوف راه مليار ديال السكان راه إلى ما كلاوش القرودة و الحناش... راه غاديين ياكلوك أنت و كفى الله المومنين شر القتال ."
-26,يبقى السؤال المطروح هو أنه الآن فيروس كورونا بين ايديهم في حالة نجحوا في الوصول الى لقاح ناجع ما مآل الفيروس الذي يوجد في حوزتهم ؟ أظن أنكم تعرفون الجواب سوف يسعون لنشره بكترة في بلدان العالم الثالث لانتشار الوباء و بالتالي بيع اللقاحات بملايين الدولارات صفقة ناجحة مليون في المائة
32,كفار الدول المتقدمة يبحثون جاهدين لإنقاذ البشرية مت الأمراض، وأناس دول العالم الثالث الغير النافع يوهمون أنفسهم بأنهم أذكياء ويفهمون كل شيء ويحللون من بعيد، لا يكلفون أنفسهم عناء التفكير فهناك أجوبة جاهزة لكل لكل شيء، جوابهم المعتاد؛ انها مؤامرة، او انها مسرحيات.. أصحاب هذه النظريات هم من يتداوون بالرقية الشرعية والحبة السوداء الى أن تتدهور صحتهم او كايدي مول الأمانة أمانته. كما قال صاحب التعليق الأول، شكرا للكفار، نحن جد مدينون لهم.
22,اتساءل اين مهندسي و دكاترة واطباء المغاربة الدين نصرف عليهم ملايين الدولارات في التعليم و الوظيفة ،لماذا لايستطيع المغرب بدكاترته و مهندسيه و اطباءه استنساخ هذا الفيروس و تطوير تلقيح له ..السبب الرءيسي هو ان التعليم فاسد و التكوين العلمي فاسد و الزبونية و الرشوة و صلت الى قمتها ، ان ينجح الطالب فقط بالنقط فهذا غير مقبول تماما ، يجب تغيير فلسفة التعليم و تكوين رجال البحوث العلمية و الابتكار و الصناعة ،وليس تكوين رجال ليسكنوا في الاقسام و الادارات ،يجب ذفع الاجور حسب المردودية و حسب البحوث العلمية و حسب الابتكارات و ليس حسب الاقدمية او غيرها ...
10,هل تعرفون من أين تأتي الفيروسات الصينيون يأكلون لحم الكلاب والقطط والخنزير وحتي الجردان كل من اتى في طريقهم لدلك يصابون بشتى انواع الأمراض
2,السلام عليكم ورحمة الله تعالى وبركاته الدول كتبحث على كفاش يحاربوا هذا الوباء وحنا يلاه كنفكروا كفاش غاديين نصيفطوا الطيارة ههههههههه والحماق هذا
11,أصحاب نظرية المؤامرة هل تظنون أنه ليس بإمكانهم صناعة فيروس قاتل أكان كورونا أو غيره لو كان الأمر يتعلق فقط بالربح المادي؟ بعقليتكم هاته تستحقون 60 ألف فيروس كورونا
-14,هاد يؤكد ان الفيروسات والامراض تصنع وتغزو العالم (يصنعون الداء من اجل بيع الدواء)
-14,بناء على تجربتي في الخارج واستنادا على التعليق الأول. وجهة نظري أن لدى العرب، والأمازيغ والمسلمين عموما مشكلة واحدة.يعبدون الغرب ويقدسون الأجانب.والله أعلم.
24,أين العلماء العرب...أين العلماء المسلمين...ماذا يصنعون وماذا يفعلون على سطح الأرض..؟؟!!
12,هؤلاء هم العلماء الحقيقيون يكدون ويجتهدون من أجل اسعاد الانسانية .إلى المعلق أعلاه. لماذا لاتخترع انت هذا اللقاح وتفوز بالملايير .الجهل أشد من فيروس كورنا.
-15,المستفيد الوحيد هم لوبيات صناعة الأدوية و مصانع الدواء ك Bayer وغيرها...يخلقون فيروسات في مختبراتهم ك الايبولا و غيرها والفيروس يصبح خارج السيطرة mutant ثم يبيعون لنا الدواء واللقاح..لعبة مكشوفة
19,الخسيسين سينتقدون يشككون في الاكتشاف ويقولون مجرد اشاعة وربما لبيع اللقاحات وما شابه ذالك من خسة منتفخي البطون بالخبز والبصارة وعلماء سكسو و اصحاب الزيرو المكبوتين و اصحاب الفول المدمس .
14,.. لصوت المعلق الاول .اليس باستور هو من انقذ اورواح البشرية من افات وجواءح الأوبئة؟ اليس تمنيع الاطفال باللقحات ضد الفيروسات التي اكتشفها علماء الغرب هي التي خفضت من وفياتهم في جميع انحاء العالم.اذا توصل المختبر الاسترالي الى اختراع العلاج او اللقاؤ فان الصين ستكون اول المشترين وان غلا الثمن.
7,اكيد سيخرج لنا عالم من علمائنا الاجلاء ويقول بعد لي عنق اية او حديث ان التركيبة الكيميائية لهذا اللقاح قد تحدث عنها الطب النبوي منذ قرون وهذا اعجاز علمي اعجز العالم باسره وتدفق العلماء الى اعتناق الاسلام افواجا افواجاسبحان الله!!!الله اكبر!! انذاك اصحاب نظريات المؤامرة سيسحبون تكذيبهم لعلماء الغرب وسيستعملون اكتشافاتهم للافتخار بدينهم ! سبحان الله
3,معلقون يفهمون في كل شيء. همهم التهجم على من علموهم. جروفا أصبحوا يستخدمونها سلاحا في وجه من علمهم. اه من الجهل الذي ضرب بأطنابه هذا الشعب
-41,راه سميتو كورونا وليس كورولا وكذلك تنطق اشاعة وليش اشعاعات
 68,"فاس فيه كثار من كورونا,,,فيه الاجرام,ؤالتشرميل,ؤالسرقة,ؤالمخدرات ,ؤشمكارة,ؤزيد."
18,الله أعلم، و لكن الإنسان هو اللي يحضي راسو، فاش غادي تنقل ليك العدوى ما كاينش للي غادي يعتقك من الموت و للي خاف نجا.
29,اكبر عدو للمغرب هم لا شغل لها الا الحقد ونشر الاشاعات الزائفة يجب تطبيق القانون على هده النوعية من البشر
11,ما فيها والا.اي واحد شاف داك المنظر غادي يقول نفس الكلام.حتى الوقاية المدنية كانوا دارين الماسك خايفين على رسوهم. غادي داوي خاوي .
17,شفت الفيديو ديال ديك السيدة .الطريقة باش كتصور و كتهدر كتبين انها دايراه لخلق البلبلة و نشر الذعر بشكل واضح.خاصها الحبس باش تعلم
7,الله أعلم، و لكن الإنسان هو اللي يحضي راسو، فاش غادي تنقل ليك العدوى ما كاينش للي غادي يعتقك من الموت و للي خاف نجا.
19,"راه المشكلة: في المغرب بنادم تيسمع نص كلمة تيكمل نص التاني من راسو او تايالف سيناريو او تاينشروا . والناس الاخرين كيبارطاجيو بلا ميتحققو.تنبيه, راه الشرطة العلمية بامكانها العثور على السيدة مصورة الفيديو سهل جدا و سوف تعاقب . ردو بالكوم لشنو تتصورو اشنو تتقولو الله اهديكوم"
7,اضن ان الخطأ بدا من الطبيب علاش اعلم السلطات قبل التاكد من الحالة
24,حنا عندنا مشكل اكبر من كورونا هو وباء الجهل و الحقد و قلة ما يدار شفت الفيديو ديال ديك السيده تتكلم فيه كأنها بروفيسورا في علم الفيروسات و كأنها مختبر متحرك دار التحاليل و خرج بالنتائج... لاحول ولا قوة الا بالله
10,إذن السيدة ما كدباتش يمكن فهمت غلط كيفما فهم الطبيب غلط وجاب معاه السلطات...واش بنادم طاحلو الطونسيون كيعيط للطبيب والسلطات؟
15,أكبر فيروس يهدد المغرب هو هذه النوعية من البشر الغير المسؤول الذي لا شغل له الا الحقد واثارة البلبلةمن خلا الفيديو السيدة تتكلم وكانها جهة مسؤولة أجرت التحاليل للمصابويبدو من نبراتها انها تحاول نشر أكبر قدر من الدعر بين المواطنينالا يشكل هذا مدعاة للمتابعة القضائية خاصة وان الفيديو عرف انتشارا واسعا
11,واحد طاحلو الطونسيو جايبينلو الطبيب و السلطات، باقي غير منظمة الصحة العالمية، و المغربي كايمشي عندهوم برجليه و الموت فيه و يقولولو سير واجي من دبا عام، يا سبحان الله
7,وفين كاين المشكل ؟؟ واش كتشوف العالم كولو خايف من هاد الفيروس و فالصين المطارات تسدو وكلشي تسد وكتقول مكاين لا فيروس لا والو
13,الى مغترب صاحب التعلبق 8المشكل ليس في ان هذه المرأة اعتقدت بان هناك فيروس او انها خافتالمشكل هو انها اداعت بشكل واسع خبرا عار من الصحة دون التأكد ودون ان تكون لها صفة تخول لها ذلكوبدلك قد تكون اضرت بمدينة فاس سياحيا واضرت بالخصوص صاحب المطعم اما اللذين يقولون ان الطبيب يضع كمامة فهذا طبيعي فالاحطياط واجب اما نشر اخبار من شأنها اثارة البلبلة وبدون ادلة وربما بشكل متعمد فذلك يستنوجب العقاب خاصة وان الفيجيو انتشر بشكل واسع.
2,الوقاية خير من العلاج. ربما المقصود يصب في هذا الاتجاه، لأخد المزيد من الاحتياط
3,الدقيقة 0:30 واحد المش واقف امام مطعم الصين الا شافوه مشا فيها :-)
1,الى مسلم-24: الله يحفضك وينجيك من كل سوء، احسن فكرة و احسن ملاحضة برافووو.المهم لي بغيت نقول لإخواني و اخواتي المغاربة، يبدو ان الكثير منا متساهلون لان هذا الفيروس الصيني لا يوجد له دواء ولا تلقيح الى حد الآن؛ هذا عند الدول الرائدة والمتقدمة في علوم الطب و التداوي و البحوث فما بوسعكم ان تفعلون لو صار الطايح عندنا اكثر من نايض و ما عندنا في مستشفياتنا حتى دوا لحمر ؟؟؟!!!
0,"Confirmation de 2 cas infectés par le virus nCOV en Italie.تأكيد حالتين مصابتين بفيروس nCOV في إيطاليا.Turkish Airlines suspend tous ses vols vers la Chine. Dont Pékin, Guangzhou, Shanghaï et Xian à cause du virus nCOV.لخطوط الجوية التركية تعلق جميع الرحلات الجوية إلى الصين. بما في ذلك بكين وقوانغتشو وشانغهاي وشيان بسبب فيروس nCOV"
46,مرحبا بإخواننا القادمين من الصين، لا بأس طهور إن شاء الله...فمكناس ترحب بكم...
75,ولماذا لم يخصص المستشفى العسكري بالرباط لاستقبال المصابين .مبنتليكم غير مكناس الغارقة في المشاكل على جميع المستويات .
42,بان للعثماني والجوقة ديالوا غير مكناس.بحال الى غير هذه المدينة اللي فيها المستشفيات.حنا حتى الكينة ديال السكر ما كانلقاوها غير بالدراع.ولو قدر الله وكان هاؤلاءالطلبة مصابين وخا تديوه فين ما ديتهم را الوباء غادي ايدلع. نطلبوا من ىلله السلاوة وصافي.
77,هناك مستشفى اخر يجب ترميمه وهو مستشفى بن الصميم قرب ازرو الخاص بالامراض التنفسية وأمراض الرئة
69,فيلم عنوانه كورونا من اخراج وتاليف مجلس الشيوخ انتاج الولايات المتحدة الامريكية بطولة دونالد ترامب انجيلا ميراكل وماكرون سيناريووحوار الاتحاد الاوروبي التصوير بالصين التوزيع الى جميع دول العالم
30,ربط المسؤولية بالمحاسبة واجب وطني للخروج من مستنقع الفساد، نعم هو مستشري في جميع الدول بدرجات لكن وطننا يحمل المشعل، تقرير حكومي اخير يصرح بتفويت 50 مليار عن الميزانية والصواب هو أضعاف أضعاف هذا الرقم، ليتنا يوما يجفف هذا المستنقع، وذالك با العقوبة السالبة للحرية وخاصة المناصب العليا ليكونوا عبرة وليس لمن يسرق خبزا ليسد رمقه ويجعلونه كبش الفداء
25,مكناس بلا حداثية وبلا تنموية مدينة مهموشة بكل المقاييس و يرسلون لها سوى الكوارث والأمراض المستعصية اش خاصك العريان كورونا امولاي كون غير صفتتو شي 50 الف شينوي يديرو المشاريع والاستثمارات ويخدمو الشباب راه ماليها مالو مساكن.
-12,اولا اشكر صاحب الجلالة نصره الله الذي امر باجلاء الطلبة المغاربة من الصين.فهم ابناء هذا الوطن.عاش الملك و حفظ الله هذا الوطن
17,يهيئون مستشفى منذ سنتين ولازالوا لم ينتهوا الصين تقوم الان بإنشاء مستشفى في 15 يوم لايحتوي على الف سرير حلل وناقش
6,"""نستهل مطالعة أنباء بعض الجرائد الورقية الخاصة بيوم الخميس من ""أخبار اليوم""، التي قالت إن وفدا رسميا ضم وزراء ومسؤولين سامين قام بزيارة غير معلنة إلى مستشفى ""سيدي سعيد"" بمدينة مكناس، الذي يشهد إعادة تهيئة منذ أكثر من سنتين."" السؤال الذي اطرحه هل همشت مدينة مكناس و استهينة بسكان المدينة حتى انها ستصبح مزبلة لوزارة الصحة كي تضع جميع الاوبئة بهابدون تعليق"
15,سلام.المشكلة هو. أن سكان كوكب الأرض سيموتون بفيروس صيني ماشي دوريجين أصلي.
3,ما يقوم به الصيني في يوم واحد لا تقوم به انت في 15 سنة
-329,بالفعل هاد شي لمزال ناقصنا.صافي سوف يتم انتشار الفيروس في المغرب كالنار في الهشيم الله يستر و صافي. غادين يجيبو لينا الكورونا...هل المغرب لديه الإمكانيات من أجل احتواء هاذا الفيروس القاتل؟؟ او لديه فقط الكابوس لقياس الحرارة....
137,هو من الناحية الشرعية لا يجوز لهم الخروج من الصين..كما لا يجوز لأحد السفر الى الصين..و علماء المجلس العلمي الاعلى يعلمون هذا جيدا....معرفتش علاش ساكتين...
291,يجب وضع جميع ركاب الطائرة في الحجر بمن فيهم الربان و طاقم الطائرة . هذه هي الإجراءات السليمة . و حفظ الله اخواننا العائدين من الصين من كل مكروه
127,السلام عليكم، إجراء جيد جدا. ولاتساهل مع أي أحد كيفما كان اسمه ونسبه. لأن صحة المغاربة تاج يجد الحفاظ عليه لان الامكانيات الطبية البشرية غير كافية...
91,اجراء سليم. و نتمنى ان تمر الأمور على احسن وجه. و نطلب من اسر الطلبة الصبر و تفهم الإجراء الإحترازي. اختيار مكناس و الرباط لإستقبالهم ليس اعتباطيا. لكن لوجود مستشفيين عسكريين مجهزين
-48,نشكر السلطات على هذه الالتفاتة لمدينة مكناسهادشي لي كان ناقصناالله احضر السلامة
129,اللهم اصرف عنا هذا الوباء ، وقنا شر الداء ، ونجنا من البلاء ، بلطفك يا لطيف ، إنك على كل شيء قدير .
19,الملك محمد السادس حفظه الله امر واجتمع واعطى التعليمات لإنقاذ اخوان لنا في الصين والمؤسف الشديد نرى الحكومة بقيادات وزراء كتيرون ويمتلكون الشعب لم يتحركوا أبدا حتى قام عاهل البلاد باجتماعهم وكاننا لا حكومة ولا ضمير يهز هذه الحكومة تجاه مواطنيها لولا الملك لما كان إنفاذ ولا مبادرة ولا اهتمام لا حول ولا قوة الا بالله متى ينبض ضمير المسولبين بالحس الوطني والعمل لأجل الوطن والمواطن ؟
19,إجراء غير كافي ، حيث يمكن أن يكون أحدهم أو مجموعة منهم ذوي مناعة قوية حاملون للفيروس دون أن تظهر عليهم أعراضه ، وبعد إخلاء سبيلهم واختلاطهم بمن لهم مناعة ضعيفة سينتقل الفيروس إلى ذوي المناعة الضعيفة والذين سيصابون به وحينها سيقال ظهرت حالات إصابة في المغرب ولا يعرف مصدرها. وأنا أقول من الآن أن مصدرها سيكون هو ما سبق في بداية تعليقي
49,اشداك تمشي لصين وانت رجل مسكين....
32,"ممتاز قرار صائب وهادشي اللي خاصو يدارولكن أنا شفت مبارح بأن هناك مغاربة رجعوا من الصين حاطين الكمامات الطبية، وتلاقاو مع عائلاتهم. وجاتني غريبة بل استهتار بصخة المغاربة انه ماتمش الحجر الصحي عليهم...وهنا في المقال مكتوب"" وذكرت مصادر هسبريس أن عملية إرجاع الطلبة المغاربة، وعددهم أزيد من 100، تنطلقُ غداً الخميس، وسيتم وضعهم في أماكن معزولة في كل من مكناس والرباط لمدة 20 يوماً .. يعني حتى لغدا هاد غايجيو ، يمكن كايعنيو المغاربة اللي فالمدينة ووهان اللي نتاشر منها الفيروس، وهادوك اللي جاو لبارح، جاو من مدن أخرى. هذا هو التفسير اللي بان لي منطقي ، وهاد الخبر ديال الحجر الصحي طمأنني"
24,- في المجلس العلمي.صاحب التعليق 2دلك كان في القرون الوسطى حين لم تكن هناك شروط للوقاية. هنا سيوضعون في الحجز 20يوما حتى يتم التأكد من سلامتهمهل تريد تركهم هناك عرضة للموت انتم وامتالكم سبب تأخر العرب والمسلمينلو كانت الامور بيدكم لانقرض ثلاثة ارباع المغاربة
9,الحمد الله أن الملك تفكرهم وفكر فيهم. ....هذا إجراء احترازي ضروري لأنهم أتوا من دولة انتشر وينتشر5فيها هذا المرض ....ولكن ماذا عن الحالة التي انتشر خبرها _الصيني الذي مصاب بهذا الفيروس القاتل وكان بفندق بمدينة فاس حسب ما راج بالشبكة المعلوماتية ولم تنفي أو تؤكد الحكومة ذالك؟وتركت المواطنين يعيشون في هلع. ......أو أن الحكومة إذا لم تنجز لا تتحرك؟
-4,ينتشر في المغرب اقوى فروسات المستكشفة والغير المستكشفة ملايين من المغاربة لا ملف طبي لهم ولاهم في استطاعته زيارة الطبيب ولا الكشف حتى في المستشفيات الحكومية وبالتلي لا احد منهم يعرف طبيعة المرض الذي يصيبه لغياب العلاجات والحق في الاستشفاء وهذا مايفسر عصبيتهم وسلوك الغالبية منهم المتمثل في الانحراف والانعزال والتدمر النفسي عند البعض واذا كان الاسيويين يتغدون على الحشرات والزواحف وما الى ذلك ففي المغرب الكثير من الناس لا غذاء لهم يتغذون على الخبز بالسكر واطعمة غير صحية وغير وغير مرقبة
22,"""النبي صلى الله عليه وسلم أمر باتخاذ إجراء وقائي يدل على أنه رسول من عند الله! ففي زمنه لم يكن لأحد علم بطريقة انتشار الأوبئة أو أنه من الممكن أن يحمل الإنسان هذا الفيروس ويبقى أياماً دون أن يشعر بوجوده. ولذلك فالمنطق يفرض في ذلك الوقت أن يأمر الناس أن يهربوا من الطاعون، ولكن ماذا قال عليه الصلاة السلام؟يقول عليه الصلاة والسلام: (الطاعون بقية رجز أُرسل على طائفة من بني إسرائيل، فإذا وقع بأرض وأنتم بها فلا تخرجوا منها فراراً منه، وإذا وقع بأرض ولستم بها فلا تهبطوا عليها) [رواه البخاري ومسلم]. وانظروا معي إلى هذه الوصفة النبوية الرائعة، وهي ما يسميه العلماء بالحجر الصحي.حتى الإنسان الذي يبدو صحيح الجسم وهو في بلد الوباء، لم يسمح له النبي صلى الله عليه وسلم بمغادرة هذا البلد حتى انتهاء الوباء. وهذا ما يقوله الأطباء اليوم، بل إنهم يمنعون السفر والتنقل بين البلد الموبوء والبلدان الأخرى حرصاً على عدم انتشار الوباء""#منقول"
0,31min L'OMS décide de convoquer à nouveau le comité de santé demain en raison de l'augmentation de la propagation du virus...31 دقيقةمنظمة الصحة العالمية تقرر عقد اجتماع للجنة الصحة مرة أخرى غدًا بسبب زيادة انتشار الفيروس
8,حفظ الله المغرب و المغاربة و المغاربة العائدين من الصين من كل مكروه ،ونسأل الله أن يعوض لهم مدة العشرون يوما قضائها في الصلاة و الدعاء لله ليفرحهم برؤية أحبابهم بالصحة و العافية.
7,لوفتانزة الالمانية تلغي كل الرحلات من و إلى الصين
4,وما هي الضمانات لضبط هذا الحجر حتى لا يتسرب أي مرض محتمل. احتياطات مكان الحجر. حماية الطاقم الطبي. التكوين المتوفر الطاقم. التدريب و المعرفة النظرية. ضبط اتصالات الطاقم الطبي. الا دورة والفخوص كيف؟ وماذا عن كل الذين التقى بهم هؤلاء المواطنون العائدون من وهوان ؟؟ ...
-1,هل ستكون ظروف إقامة ضيوف الحجر الصحي مناسبة و توفر ليس الحاجيات لكن ظروف الراحة؟ خوفي أن تكون مثل الخيريات و المستشفيات العمومية
5,4min American Airlines suspend ses vols vers Pékin et Shanghaï.La compagnie allemande Lufthansa suspend tous ses vols vers la Chine.الخطوط الجوية الأمريكية تعلق رحلاتها إلى بكين وشانغهاي.توقف الشركة الألمانية لوفتهانزا جميع رحلاتها إلى الصين.
 13,عدوى الجهاز التنفسي العلوي التي تصيب الصين حاليا خطيرة للغاية. الفيروس الذي يسببه قوي للغاية ويقاوم المضادات الحيوية الموجودة.طريقة الوقاية الآن هي الحفاظ على رطوبة الحلق ، ولا تدعها تجف. لذلك لا تحجم عن تعطشك لأنه بمجرد جفاف غشاء الحلق ، سيغزو الفيروس جسمك خلال 10 دقائق. شرب الماء الساخن 50-80cc ، 30-50cc للأطفال ، وهذا يتوقف على العمر. كلما شعرت أن حلقك جاف ، لا تنتظر ، احتفظ بالماء في يدك. لا تشرب الكثير في وقت واحد لأنها لا تساعد ؛ بدلاً من ذلك ، حافظ على رطوبة الحلق حتى نهاية شهر مارس ، لا تذهب إلى الأماكن المزدحمة ، وارتداء قناعًا إذا لزم الأمر ، خاصة في القطار أو وسائل النقل العام.تجنب الأطعمة المقلية أو الحارة وشحنها على فيتامين سيالأعراض / الوصف هي:1. تكرار ارتفاع في درجة الحرارة.2. السعال لفترات طويلة بعد الحمى.3. الأطفال أكثر عرضة.4. البالغين يشعرون عمومًا بعدم الارتياح ، ويعانون من الصداع ويعانون بشكل رئيسي من أمراض الجهاز التنفسي.
-5,اللهم اعز ملك البلد وانصره للحق وأيده به.ورفع به كلمته وأمر بها .وجعله حامي حمى الدين .و رفع من شأن البلاد والعباد وهيبة البلد.وجعله من الرجال الصالحين لهذا البلد الأمين ورفع به دينك الاسلام. وصلى الله على سيدنا وحبيبنا محمد وعلى آله وصحبه وسلم تسليما. قولوا آمين يرحمكم الله.
